event_id,event_date,team_name,team_id,roster_confirmed,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season,pcs_rank_w,event_rank_w,uci_points_w,pcs_points_season_w,pcs_gc_points_season_w,pcs_points_last_60d_w,pcs_gc_points_w,pcs_sprint_points_w,pcs_sprint_points_season_w,gc_score,classic_score,sprinter_score,stage_form_score,combined_score,rank,tier,fav_points
tour-de-france,2023-07-01,Jumbo-Visma (WT),team/team-jumbo-visma-2023,,VINGEGAARD Jonas,rider/jonas-vingegaard,4.0,3.0,1871.57,1220.0,424.0,2187.5,1330.0,24.0,24.0,4.0,3.0,1871.57,1220.0,1027.0,424.0,2187.5,24.0,24.0,16.05037580682643,14.558573147875146,1.6072466391095501,,12.714209175597668,1.0,1.0,6.0
tour-de-france,2023-07-01,UAE Team Emirates (WT),team/uae-team-emirates-2023,,YATES Adam,rider/adam-yates,9.0,7.0,1707.43,992.0,351.0,1850.5,1027.0,89.75,50.0,9.0,7.0,1707.43,992.0,1027.0,351.0,1850.5,89.75,50.0,14.608944525989777,11.71508332779749,2.0941321847078043,,11.237823698275697,2.0,1.0,6.0
tour-de-france,2023-07-01,UAE Team Emirates (WT),team/uae-team-emirates-2023,,POGAČAR Tadej,rider/tadej-pogacar,1.0,1.0,3727.86,1754.0,80.0,2367.5,780.0,142.5,54.0,3.0,2.0,2918.0,1220.0,780.0,80.0,2187.5,142.5,54.0,15.14948773892207,9.473866399232087,3.6673156104309146,,11.150366911316844,3.0,2.0,3.0
tour-de-france,2023-07-01,Lidl - Trek (WT),team/lidl-trek-2023,,SKJELMOSE Mattias,rider/mattias-skjelmose-jensen,8.0,6.0,2002.14,1046.0,413.0,1116.75,800.0,12.0,6.0,8.0,6.0,2002.14,1046.0,800.0,413.0,1116.75,12.0,6.0,10.463949414171768,13.420050552270027,1.4181742498648937,,9.54162472273987,4.0,2.0,3.0
tour-de-france,2023-07-01,Groupama - FDJ (WT),team/groupama-fdj-2023,,PINOT Thibaut,rider/thibaut-pinot,17.0,13.0,1819.0,869.0,461.0,1011.25,671.0,0.0,0.0,17.0,13.0,1819.0,869.0,671.0,424.0,1011.25,0.0,0.0,8.822655354239334,12.305990795864716,1.0148579539294336,,8.30609650666497,5.0,2.0,3.0
tour-de-france,2023-07-01,Jumbo-Visma (WT),team/team-jumbo-visma-2023,,VAN AERT Wout,rider/wout-van-aert,3.0,2.0,2507.0,912.0,104.0,455.0,105.0,1273.5,591.0,3.0,2.0,2507.0,912.0,105.0,104.0,455.0,1273.5,591.0,3.2228149411513964,7.691832873571088,16.189852169867386,,7.156927766620502,6.0,2.0,3.0
tour-de-france,2023-07-01,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2023,,VAN DER POEL Mathieu,rider/mathieu-van-der-poel,13.0,10.0,2918.0,1158.0,231.0,300.0,155.0,648.25,312.0,13.0,10.0,2918.0,1158.0,155.0,231.0,300.0,648.25,312.0,3.3230868937019458,11.674674745698585,9.534673857877149,,7.070880642135978,7.0,2.0,3.0
tour-de-france,2023-07-01,Lidl - Trek (WT),team/lidl-trek-2023,,PEDERSEN Mads,rider/mads-pedersen,7.0,5.0,2348.14,895.0,219.0,268.75,45.0,1134.75,624.0,7.0,5.0,2348.14,895.0,45.0,219.0,268.75,1134.75,624.0,1.8900960320279494,9.436002140160678,15.50963440867527,,6.877775539797232,8.0,2.0,3.0
tour-de-france,2023-07-01,Bahrain - Victorious (WT),team/bahrain-victorious-2023,,LANDA Mikel,rider/mikel-landa,21.0,15.0,1261.0,786.0,22.0,1484.5,701.0,0.0,0.0,21.0,15.0,1261.0,786.0,701.0,22.0,1484.5,0.0,0.0,10.23347800328659,4.153158166687732,0.46012109390051337,,6.4547106704297175,9.0,2.0,3.0
tour-de-france,2023-07-01,Bahrain - Victorious (WT),team/bahrain-victorious-2023,,BILBAO Pello,rider/pello-bilbao,27.0,19.0,979.14,625.0,72.0,1653.5,650.0,56.75,12.0,27.0,19.0,979.14,625.0,650.0,72.0,1653.5,56.75,12.0,10.141836720745786,3.766965511850614,0.6235791933574412,,6.325723852599565,10.0,2.0,3.0
