event_id,event_date,team_name,team_id,roster_confirmed,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season,pcs_rank_w,event_rank_w,uci_points_w,pcs_points_season_w,pcs_gc_points_season_w,pcs_points_last_60d_w,pcs_gc_points_w,pcs_sprint_points_w,pcs_sprint_points_season_w,gc_score,classic_score,sprinter_score,stage_form_score,combined_score,rank,tier,fav_points
vuelta-a-espana,2025-08-23,Team Picnic PostNL (WT),team/team-picnic-postnl-2025,,EDDY Patrick,rider/patrick-eddy,784.0,153.0,25.0,41.0,5.0,27.5,20.0,11.0,11.0,784.0,153.0,25.0,41.0,20.0,5.0,27.5,11.0,11.0,-3.8302336600650406,-3.419351402267356,-2.2586814679475706,,-3.3926585443022415,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Soudal Quick-Step (WT),team/soudal-quick-step-2025,,REINDERINK Pepijn,rider/pepijn-reinderink,791.0,154.0,13.0,44.0,9.0,22.5,15.0,6.5,0.0,791.0,154.0,13.0,44.0,15.0,9.0,22.5,6.5,0.0,-3.9339539103949104,-3.357835655411393,-2.548328499351539,,-3.483993351691181,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2025,,DEBRUYNE Ramses,rider/ramses-debruyne,818.0,157.0,21.0,38.0,0.0,30.0,30.0,9.5,1.0,818.0,157.0,21.0,38.0,30.0,0.0,30.0,9.5,1.0,-3.829612927290759,-3.6420532686125044,-2.5740749710441317,,-3.522237438437957,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Team Jayco AlUla (WT),team/team-jayco-alula-2025,,GAMPER Patrick,rider/patrick-gamper,875.0,161.0,30.0,42.0,17.0,50.25,15.0,12.5,5.0,875.0,161.0,30.0,42.0,15.0,17.0,50.25,12.5,5.0,-4.029232208574804,-3.419244351791168,-2.6072721950126474,,-3.561843848827282,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,XDS Astana Team (WT),team/xds-astana-team-2025,,MASNADA Fausto,rider/fausto-masnada,838.0,160.0,28.0,25.0,0.0,66.25,25.0,0.0,0.0,838.0,160.0,28.0,25.0,25.0,0.0,66.25,0.0,0.0,-3.7873234354315732,-3.7713914785765197,-2.7390373710739273,,-3.5728866355035276,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Lotto (PRT),team/lotto-2025,,DE BUYST Jasper,rider/jasper-de-buyst,924.0,166.0,0.0,28.0,5.0,96.5,15.0,70.75,10.0,924.0,166.0,0.0,28.0,15.0,5.0,96.5,70.75,10.0,-4.007159372295424,-3.9039797512598264,-2.154859143165679,,-3.6057454401587963,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Intermarché - Wanty (WT),team/intermarche-wanty-2025,,BONNEU Kamiel,rider/kamiel-bonneu,993.0,169.0,18.0,32.0,0.0,211.5,15.0,0.0,0.0,959.0,169.0,18.0,32.0,15.0,0.0,211.5,0.0,0.0,-3.6073014286037997,-4.060471009521944,-3.0655408523955345,,-3.63490018763759,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Movistar Team (WT),team/movistar-team-2025,,ARCAS Jorge,rider/jorge-arcas,898.0,164.0,3.0,20.0,0.0,73.75,40.0,0.0,0.0,898.0,164.0,3.0,20.0,40.0,0.0,73.75,0.0,0.0,-3.7876245807369093,-3.9750598599546647,-2.9159743593262273,,-3.6695251202201,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Q36.5 Pro Cycling Team (PRT),team/q365-pro-cycing-team-2025,,AZPARREN Xabier Mikel,rider/xabier-mikel-azparren-irurzun,925.0,167.0,28.0,38.0,0.0,56.5,20.0,7.5,7.0,925.0,167.0,28.0,38.0,20.0,0.0,56.5,7.5,7.0,-4.109107628846722,-3.934671976669216,-2.7676415780233907,,-3.788483723028804,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2025,,RIESEBEEK Oscar,rider/oscar-riesebeek,897.0,163.0,0.0,20.0,0.0,41.25,25.0,2.5,0.0,897.0,163.0,0.0,20.0,25.0,0.0,41.25,2.5,0.0,-4.0597025660985295,-3.9666280062327672,-2.8850127271263464,,-3.7968422303443643,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Bahrain - Victorious (WT),team/bahrain-victorious-2025,,PAASSCHENS Mathijs,rider/mathijs-paasschens,959.0,168.0,6.0,30.0,0.0,84.25,25.0,6.75,0.0,959.0,168.0,6.0,30.0,25.0,0.0,84.25,6.75,0.0,-4.041232451427383,-4.073358378664805,-3.0069052623975017,,-3.8440047917926337,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Arkéa - B&B Hotels (WT),team/arkea-b-b-hotels-2025,,THIERRY Pierre,rider/pierre-thierry,905.0,165.0,10.0,30.0,0.0,21.5,10.0,16.25,10.0,905.0,165.0,10.0,30.0,10.0,0.0,21.5,16.25,10.0,-4.311737767296675,-3.9376663201253477,-2.590473505875308,,-3.8552634808610033,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,EF Education - EasyPost (WT),team/ef-education-easypost-2025,,QUINN Sean,rider/sean-quinn,,174.0,0.0,0.0,0.0,85.75,16.0,0.0,0.0,,174.0,0.0,5.0,16.0,0.0,85.75,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,EF Education - EasyPost (WT),team/ef-education-easypost-2025,,VAN DER LEE Jardi Christiaan,rider/jardi-christiaan-van-der-lee,,173.0,18.0,27.0,12.0,49.0,15.0,0.0,0.0,,173.0,18.0,27.0,15.0,12.0,49.0,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Cofidis (WT),team/cofidis-2025,,CARR Simon,rider/simon-carr,,179.0,19.0,14.0,14.0,132.5,0.0,5.0,5.0,,179.0,19.0,14.0,0.0,14.0,132.5,5.0,5.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Intermarché - Wanty (WT),team/intermarche-wanty-2025,,DE POOTER Dries,rider/dries-de-pooter,,170.0,39.0,31.0,5.0,36.25,15.0,15.25,5.0,,170.0,39.0,31.0,15.0,5.0,36.25,15.25,5.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Movistar Team (WT),team/movistar-team-2025,,HESSMANN Michel,rider/michel-hessmann,,177.0,3.0,20.0,0.0,38.5,15.0,0.0,0.0,,177.0,3.0,20.0,15.0,0.0,38.5,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Team Picnic PostNL (WT),team/team-picnic-postnl-2025,,ROOSEN Timo,rider/timo-roosen,,175.0,0.0,15.0,5.0,23.75,15.0,21.25,5.0,,175.0,0.0,15.0,15.0,5.0,23.75,21.25,5.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,UAE Team Emirates - XRG (WT),team/uae-team-emirates-xrg-2025,,NOVAK Domen,rider/domen-novak,,183.0,0.0,10.0,0.0,75.5,5.0,0.0,0.0,,183.0,0.0,10.0,5.0,0.0,75.5,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Lotto (PRT),team/lotto-2025,,CRAPS Lars,rider/lars-craps,,180.0,11.0,5.0,5.0,56.5,11.0,25.5,0.0,,180.0,11.0,5.0,11.0,5.0,56.5,25.5,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Israel - Premier Tech (PRT),team/israel-premier-tech-2025,,HIRT Jan,rider/jan-hirt,,182.0,5.0,5.0,0.0,291.0,10.0,0.0,0.0,,182.0,5.0,5.0,10.0,0.0,291.0,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Burgos Burpellet BH (PRT),team/burgos-burpellet-bh-2025,,FAURA José Luis,rider/jose-luis-faura-asensio,,172.0,43.0,28.0,5.0,19.0,19.0,0.0,0.0,,172.0,43.0,28.0,19.0,5.0,19.0,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Burgos Burpellet BH (PRT),team/burgos-burpellet-bh-2025,,GARCÍA PIERNA Carlos,rider/carlos-garcia-pierna,,176.0,47.0,20.0,0.0,24.5,20.0,0.0,0.0,,176.0,47.0,20.0,20.0,0.0,24.5,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Burgos Burpellet BH (PRT),team/burgos-burpellet-bh-2025,,FERNÁNDEZ Sinuhé,rider/sinuhe-fernandez-rodriguez,,181.0,10.0,11.0,0.0,15.75,12.0,0.0,0.0,,181.0,10.0,11.0,12.0,0.0,15.75,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Caja Rural - Seguros RGA (PRT),team/caja-rural-seguros-rga-2025,,GUARDEÑO Jaume,rider/jaume-guardeno,,184.0,14.0,5.0,0.0,53.75,5.0,0.0,0.0,,183.0,14.0,5.0,5.0,0.0,53.75,0.0,0.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Q36.5 Pro Cycling Team (PRT),team/q365-pro-cycing-team-2025,,ZUKOWSKY Nickolas,rider/nickolas-zukowsky,,178.0,3.0,15.0,0.0,12.5,0.0,9.5,1.0,,178.0,3.0,15.0,0.0,0.0,12.5,9.5,1.0,,,,,,0.0,0.0,0.0
vuelta-a-espana,2025-08-23,Q36.5 Pro Cycling Team (PRT),team/q365-pro-cycing-team-2025,,GONZÁLEZ David,rider/david-gonzalez-lopez,,171.0,13.0,30.0,0.0,26.75,5.0,17.0,0.0,,171.0,13.0,30.0,5.0,0.0,26.75,17.0,0.0,,,,,,0.0,0.0,0.0
