event_id,event_date,team_name,team_id,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season,pcs_rank_w,event_rank_w,uci_points_w,pcs_points_season_w,pcs_gc_points_season_w,pcs_points_last_60d_w,pcs_gc_points_w,pcs_sprint_points_w,pcs_sprint_points_season_w,gc_score,classic_score,sprinter_score,combined_score,rank,tier,fav_points
giro-d-italia,2025-05-09,Groupama - FDJ (WT),team/groupama-fdj-2025,GENIETS Kevin,rider/kevin-geniets,397.0,103.0,131.0,104.0,30.0,207.5,90.0,11.5,9.0,397.0,103.0,131.0,104.0,90.0,30.0,207.5,11.5,9.0,-0.9265791647624453,-0.8358066833408813,-1.1126167973534464,-0.9365549468541763,0.0,0.0,0.0
giro-d-italia,2025-05-09,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2025,KIELICH Timo,rider/timo-kielich,412.0,107.0,124.0,86.0,72.0,57.75,40.0,204.75,45.0,412.0,107.0,124.0,86.0,40.0,72.0,57.75,204.75,45.0,-2.1112184295702456,-0.5042088318542509,1.1693516231441028,-0.9730015397125775,0.0,0.0,0.0
giro-d-italia,2025-05-09,Lidl - Trek (WT),team/lidl-trek-2025,HOOLE Daan,rider/daan-hoole,307.0,83.0,64.43,69.0,44.0,76.5,59.0,62.25,31.0,307.0,83.0,64.43,69.0,59.0,44.0,76.5,62.25,31.0,-1.5297491844413145,-0.7229132334327515,0.013231085440239813,-0.9791023451624348,0.0,0.0,0.0
giro-d-italia,2025-05-09,Soudal Quick-Step (WT),team/soudal-quick-step-2025,HAYTER Ethan,rider/ethan-hayter,411.0,106.0,23.0,23.0,23.0,446.0,70.0,25.75,4.0,411.0,106.0,23.0,23.0,70.0,23.0,446.0,25.75,4.0,-0.30981502972201036,-1.9342931557975978,-1.3360901294382812,-1.0024134874879407,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,TAROZZI Manuele,rider/manuele-tarozzi,324.0,86.0,8.0,17.0,12.0,148.5,122.0,30.0,30.0,324.0,86.0,8.0,17.0,122.0,12.0,148.5,30.0,30.0,-0.8025630163624615,-1.8111726366940164,-0.43604777943359513,-1.0318428550761547,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,PINARELLO Alessandro,rider/alessandro-pinarello,355.0,93.0,125.0,111.0,45.0,115.5,58.0,12.0,8.0,355.0,93.0,125.0,111.0,58.0,45.0,115.5,12.0,8.0,-1.4523085622834557,-0.3977315798518125,-0.9636102390958717,-1.038195802916446,0.0,0.0,0.0
giro-d-italia,2025-05-09,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2025,PLOWRIGHT Jensen,rider/jensen-plowright,341.0,90.0,90.0,43.0,43.0,22.5,5.0,121.25,91.0,341.0,90.0,90.0,43.0,5.0,43.0,22.5,121.25,91.0,-2.3428558424122636,-1.0690623949124043,1.6507880075544334,-1.1619890381689664,0.0,0.0,0.0
giro-d-italia,2025-05-09,Movistar Team (WT),team/movistar-team-2025,FORMOLO Davide,rider/davide-formolo,365.0,98.0,116.0,84.0,38.0,169.75,40.0,9.5,0.0,365.0,98.0,116.0,84.0,40.0,38.0,169.75,9.5,0.0,-1.4612257488448384,-0.8299890862727963,-1.2305286622538416,-1.2257153327550263,0.0,0.0,0.0
giro-d-italia,2025-05-09,Team Jayco AlUla (WT),team/team-jayco-alula-2025,DE PRETTO Davide,rider/davide-de-pretto,240.0,67.0,60.0,55.0,25.0,52.5,18.0,19.5,0.0,240.0,67.0,60.0,55.0,18.0,25.0,52.5,19.5,0.0,-1.733280661410568,-0.8436850876280644,-0.7083220845598953,-1.2614102739056823,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,ZANONCELLO Enrico,rider/enrico-zanoncello,398.0,104.0,54.0,46.0,30.0,127.25,33.0,126.25,58.0,398.0,104.0,54.0,46.0,33.0,30.0,127.25,126.25,58.0,-1.9366608843818303,-1.5243342073587207,0.7120998532079322,-1.283210733756945,0.0,0.0,0.0
giro-d-italia,2025-05-09,Intermarché - Wanty (WT),team/intermarche-wanty-2025,SMITH Dion,rider/dion-smith,419.0,110.0,146.0,102.0,92.0,83.75,45.0,7.5,0.0,419.0,110.0,146.0,102.0,45.0,92.0,83.75,7.5,0.0,-1.9567017957574668,-0.0819586488506413,-1.413573172383174,-1.2856531270105607,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,MARCELLUSI Martin,rider/martin-marcellusi,363.0,97.0,153.0,110.0,40.0,70.0,34.0,23.5,0.0,363.0,97.0,153.0,110.0,34.0,40.0,70.0,23.5,0.0,-1.8733893313381316,-0.4812803254235661,-1.0362281838567424,-1.288324400067484,0.0,0.0,0.0
giro-d-italia,2025-05-09,Decathlon AG2R La Mondiale Team (WT),team/decathlon-ag2r-la-mondiale-2025,GUDMESTAD Tord,rider/tord-gudmestad,338.0,88.0,10.0,20.0,15.0,5.0,5.0,174.0,113.0,338.0,88.0,10.0,20.0,5.0,15.0,5.0,174.0,113.0,-2.5316278795224996,-1.7841299011238367,2.4322125806429895,-1.3146103939698028,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,MAGLI Filippo,rider/filippo-magli2,416.0,108.0,61.0,35.0,35.0,141.0,119.0,4.0,4.0,416.0,108.0,61.0,35.0,119.0,35.0,141.0,4.0,4.0,-1.1570999124545098,-1.619289455998287,-1.482074132254807,-1.3607516194777025,0.0,0.0,0.0
giro-d-italia,2025-05-09,Red Bull - BORA - hansgrohe (WT),team/red-bull-bora-hansgrohe-2025,TRATNIK Jan,rider/jan-tratnik,293.0,78.0,8.0,19.0,5.0,163.25,53.0,3.5,1.0,293.0,78.0,8.0,19.0,53.0,5.0,163.25,3.5,1.0,-1.2288782304865349,-1.7535240091157274,-1.1176883860762006,-1.3640339951932259,0.0,0.0,0.0
giro-d-italia,2025-05-09,Lidl - Trek (WT),team/lidl-trek-2025,VERONA Carlos,rider/carlos-verona,444.0,117.0,16.0,5.0,5.0,323.5,110.0,5.25,0.0,444.0,117.0,16.0,5.0,110.0,5.0,323.5,5.25,0.0,-0.6600570960290593,-2.531409206186746,-1.7698016778676253,-1.4434116454440784,0.0,0.0,0.0
giro-d-italia,2025-05-09,XDS Astana Team (WT),team/xds-astana-team-2025,CONCI Nicola,rider/nicola-conci,425.0,112.0,89.0,47.0,23.0,209.25,77.0,1.5,0.0,425.0,112.0,89.0,47.0,77.0,23.0,209.25,1.5,0.0,-1.2479674035646358,-1.6791832528314588,-1.5921729797682804,-1.4461732735854116,0.0,0.0,0.0
giro-d-italia,2025-05-09,Team Polti VisitMalta (PRT),team/team-polti-visitmalta-2025,MAESTRI Mirco,rider/mirco-maestri,370.0,99.0,31.0,25.0,15.0,150.25,80.0,19.5,3.0,370.0,99.0,31.0,25.0,80.0,15.0,150.25,19.5,3.0,-1.348146405911046,-1.866750952777304,-1.2499398452946,-1.4840864578476343,0.0,0.0,0.0
giro-d-italia,2025-05-09,Intermarché - Wanty (WT),team/intermarche-wanty-2025,BUSATTO Francesco,rider/francesco-busatto,358.0,94.0,121.0,68.0,40.0,44.0,29.0,18.25,5.0,358.0,94.0,121.0,68.0,29.0,40.0,44.0,18.25,5.0,-2.0489334883402788,-0.892956017406614,-0.9947324085786091,-1.4913000311078455,0.0,0.0,0.0
giro-d-italia,2025-05-09,EF Education - EasyPost (WT),team/ef-education-easypost-2025,SHAW James,rider/james-shaw,524.0,128.0,85.0,77.0,72.0,197.0,85.0,3.75,0.0,524.0,128.0,85.0,77.0,85.0,72.0,197.0,3.75,0.0,-1.5782217413408102,-1.0705868848675708,-1.9227579686762204,-1.4948385298659206,0.0,0.0,0.0
giro-d-italia,2025-05-09,Lidl - Trek (WT),team/lidl-trek-2025,KRAGH ANDERSEN Søren,rider/soren-kragh-andersen,420.0,111.0,2.0,5.0,5.0,257.5,95.0,28.25,7.0,420.0,111.0,2.0,5.0,95.0,5.0,257.5,28.25,7.0,-1.0045939185896424,-2.452385176245781,-1.3541395980121824,-1.508840431770992,0.0,0.0,0.0
