event_id,event_date,team_name,team_id,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,VINGEGAARD Jonas,rider/jonas-vingegaard,5,5,807,522,0,2572.5,1140,18,0
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,BENOOT Tiesj,rider/tiesj-benoot,61,47,755,333,5,168.25,93,115.25,95
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,JORGENSON Matteo,rider/matteo-jorgenson,22,16,1677.14,929,293,1053.25,572,238.75,225
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,KELDERMAN Wilco,rider/wilco-kelderman,159,90,285.14,200,101,739.25,335,9,0
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,LAPORTE Christophe,rider/christophe-laporte,94,64,318,187,0,179.5,25,879,219
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,LEMMEN Bart,rider/bart-lemmen,148,87,514,358,134,386.5,344,14,11
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,TRATNIK Jan,rider/jan-tratnik,92,62,764,495,67,186,147,3.75,0
tour-de-france,2024-06-29,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2024,VAN AERT Wout,rider/wout-van-aert,10,9,955,523,71,418.75,205,884.25,175
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,POGAČAR Tadej,rider/tadej-pogacar,1,1,5165,2268,1138,2190,1030,80.5,0
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,ALMEIDA João,rider/joao-almeida,27,20,876.57,569,376,1806,680,7.5,0
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,AYUSO Juan,rider/juan-ayuso-pesquera,12,11,1766,1032,2,1264.5,780,4.75,0
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,POLITT Nils,rider/nils-politt,58,44,1486.57,579,25,257.25,125,301.75,212
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,SIVAKOV Pavel,rider/pavel-sivakov,70,52,139,140,0,658.25,256,0,0
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,SOLER Marc,rider/marc-soler,124,80,336.57,245,32,547.75,312,0,0
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,WELLENS Tim,rider/tim-wellens,38,27,924,477,20,617.25,380,81.25,70
tour-de-france,2024-06-29,UAE Team Emirates (WT),team/uae-team-emirates-2024,YATES Adam,rider/adam-yates,7,6,1093,724,444,1961.25,916,54,0
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,YATES Simon,rider/simon-yates,23,17,391,300,0,1097.5,565,27,27
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,DURBRIDGE Luke,rider/luke-durbridge,654,161,8.71,41,0,126.25,30,37.75,10
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,GROENEWEGEN Dylan,rider/dylan-groenewegen,34,24,896.71,517,178,63.75,35,1156.75,564
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,HARPER Chris,rider/chris-harper,109,73,381.71,250,0,414.25,314,0.5,0
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,JUUL-JENSEN Christopher,rider/christopher-juul-jensen,719,168,0,25,0,107.5,50,7.5,5
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,MATTHEWS Michael,rider/michael-matthews,69,51,1105.71,485,35,76.5,5,148.75,23
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,MEZGEC Luka,rider/luka-mezgec,308,124,80.71,76,34,90.5,30,170.25,71
tour-de-france,2024-06-29,Team Jayco AlUla (WT),team/team-jayco-alula-2024,REINDERS Elmar,rider/elmar-reinders,694,163,5.71,31,0,42.5,35,28,13
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,RODRÍGUEZ Carlos,rider/carlos-rodriguez-cano,16,13,1296.86,727,201,1440.5,907,2.25,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,BERNAL Egan,rider/egan-bernal,59,45,1187.86,714,196,838,593,6,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,CASTROVIEJO Jonathan,rider/jonathan-castroviejo,270,117,19.86,24,5,340.25,190,0,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,DE PLUS Laurens,rider/laurens-de-plus,235,107,394.86,269,143,352,216,0,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,KWIATKOWSKI Michał,rider/michal-kwiatkowski,114,76,125,72,5,358.25,255,5,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,PIDCOCK Thomas,rider/thomas-pidcock,29,22,1561,801,146,670.75,420,69,29
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,THOMAS Geraint,rider/geraint-thomas,101,67,1240,428,384,950,301,1.5,0
tour-de-france,2024-06-29,INEOS Grenadiers (WT),team/ineos-grenadiers-2024,TURNER Ben,rider/ben-turner,632,160,66.86,71,5,65,15,70.5,36
tour-de-france,2024-06-29,Lidl - Trek (WT),team/lidl-trek-2024,CICCONE Giulio,rider/giulio-ciccone,133,82,290,178,173,541.75,139,2,0
tour-de-france,2024-06-29,Lidl - Trek (WT),team/lidl-trek-2024,BERNARD Julien,rider/julien-bernard,518,150,93,25,15,142.75,44,4,0
