event_id,event_date,team_name,team_id,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,GROVES Kaden,rider/kaden-groves,116,39.0,2.0,7.0,0.0,90.0,45.0,289.5,160.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,BAYER Tobias,rider/tobias-bayer,825,170.0,3.0,15.0,10.0,72.5,25.0,6.5,5.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,BUSATTO Francesco,rider/francesco-busatto,315,93.0,130.0,89.0,33.0,67.75,40.0,12.25,0.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,GEENS Jonas,rider/jonas-geens,550,137.0,35.0,29.0,23.0,102.75,76.0,14.75,14.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,PLANCKAERT Edward,rider/edward-planckaert,366,104.0,46.0,44.0,30.0,102.5,45.0,25.75,14.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,PLOWRIGHT Jensen,rider/jensen-plowright,381,105.0,87.0,60.0,34.0,76.75,63.0,148.75,62.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,PRICE-PEJTERSEN Johan,rider/johan-price-pejtersen,-,184.0,0.0,0.0,0.0,23.75,0.0,5.0,5.0
giro-d-italia,2026-05-08,Alpecin - Premier Tech (WT),team/alpecin-premier-tech-2026,VERGALLITO Luca,rider/luca-vergallito,667,153.0,52.0,41.0,32.0,211.25,49.0,5.0,5.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,BUITRAGO Santiago,rider/santiago-buitrago-sanchez,89,28.0,597.0,348.0,186.0,918.5,301.0,0.0,0.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,CARUSO Damiano,rider/damiano-caruso,156,51.0,60.0,52.0,15.0,539.25,247.0,12.0,12.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,MIHOLJEVIĆ Fran,rider/fran-miholjevic,651,151.0,0.0,30.0,20.0,65.0,40.0,5.0,0.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,EULÁLIO Afonso,rider/afonso-eulalio,217,66.0,159.0,118.0,17.0,217.75,140.0,18.0,18.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,PAASSCHENS Mathijs,rider/mathijs-paasschens,929,174.0,0.0,10.0,5.0,58.75,35.0,5.5,0.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,SEGAERT Alec,rider/alec-segaert,145,48.0,411.0,217.0,212.0,350.25,143.0,263.0,170.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,STANNARD Robert,rider/robert-stannard,676,154.0,18.0,28.0,7.0,92.5,40.0,16.75,13.0
giro-d-italia,2026-05-08,Bahrain - Victorious (WT),team/bahrain-victorious-2026,ZAMBANINI Edoardo,rider/edoardo-zambanini,110,36.0,265.0,138.0,91.0,430.25,185.0,65.5,64.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,MAGLI Filippo,rider/filippo-magli2,388,106.0,18.0,18.0,8.0,124.25,25.0,6.0,3.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,MARCELLUSI Martin,rider/martin-marcellusi,352,101.0,185.43,141.0,136.0,144.5,95.0,15.0,0.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,PALETTI Luca,rider/luca-paletti,507,127.0,82.0,71.0,42.0,48.25,30.0,0.0,0.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,ROJAS Vicente,rider/vicente-rojas,801,169.0,61.0,35.0,20.0,25.5,15.0,0.0,0.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,TAROZZI Manuele,rider/manuele-tarozzi,-,183.0,0.0,10.0,10.0,132.5,25.0,22.5,0.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,TSVETKOV Nikita,rider/nikita-tsvetkov,465,120.0,106.0,70.0,45.0,103.5,50.0,64.75,43.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,TURCONI Filippo,rider/filippo-turconi,523,128.0,48.0,43.0,35.0,50.0,50.0,3.0,0.0
giro-d-italia,2026-05-08,Bardiani CSF 7 Saber (PRT),team/bardiani-csf-7-saber-2026,ZANONCELLO Enrico,rider/enrico-zanoncello,275,81.0,130.43,94.0,27.0,147.25,65.0,173.0,91.0
giro-d-italia,2026-05-08,Decathlon CMA CGM Team (WT),team/decathlon-cma-cgm-team-2026,GALL Felix,rider/felix-gall,24,7.0,453.0,292.0,144.0,1302.25,820.0,0.0,0.0
giro-d-italia,2026-05-08,Decathlon CMA CGM Team (WT),team/decathlon-cma-cgm-team-2026,ANDRESEN Tobias Lund,rider/tobias-lund-andresen,10,3.0,1658.0,867.0,404.0,291.0,200.0,663.5,490.0
