"event_id","event_date","team_name","team_id","rider_name","rider_id","pcs_rank","event_rank","uci_points","pcs_points_season","pcs_gc_points_season","pcs_points_last_60d","pcs_gc_points","pcs_sprint_points","pcs_sprint_points_season","pcs_rank_t","event_rank_t","uci_points_t","pcs_points_season_t","pcs_gc_points_season_t","pcs_points_last_60d_t","pcs_gc_points_t","combined_score","gc_weight","rank","diff_next","tier","is_tier1","keep_in_tier1"
"tour-de-france","2023-07-01","Team Jayco AlUla (WT)","team/team-jayco-alula-2023","YATES Simon","rider/simon-yates",36,24,3087.29,623,710,70,2638,NA,NA,-3.61091791264422,-3.2188758248682,8.03537281865232,6.43615036836943,6.56667242980324,4.26267987704132,7.87815533650332,5.89388044740633,0.955586763514704,9,0.267124457105445,"Tier 3",FALSE,FALSE
"tour-de-france","2025-07-05","Red Bull - BORA - hansgrohe (WT)","team/red-bull-bora-hansgrohe-2025","ROGLIČ Primož","rider/primoz-roglic",11,10,1543,533,700,103,1682.5,4,4,-2.484906649788,-2.39789527279837,7.34213173058472,6.2803958389602,6.55250788703459,4.64439089914137,7.42863023860113,5.86805458400186,0.953525529346919,13,0.779076044277708,"Tier 2",FALSE,FALSE
"giro-d-italia","2024-05-04","Lidl - Trek (WT)","team/lidl-trek-2024","LÓPEZ Juan Pedro","rider/juan-pedro-lopez",163,47,374,267,263,190,822,NA,NA,-5.0998664278242,-3.87120101090789,5.92692602597041,5.59098698051086,5.57594910314632,5.25227342804663,6.71295620067707,5.77018373409749,0.811416012288884,10,0.0277318614847628,"Tier 3",FALSE,FALSE
"giro-d-italia","2024-05-04","Astana Qazaqstan Team (WT)","team/astana-qazaqstan-team-2024","FORTUNATO Lorenzo","rider/lorenzo-fortunato",229,63,652,123,440,122,1330.25,NA,NA,-5.4380793089232,-4.15888308335967,6.48157712927643,4.82028156560504,6.08904487544685,4.81218435537242,7.19387362945774,5.74245187261273,0.886082067839402,11,0.0301139251572264,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2024-08-17","Lotto Dstny (PRT)","team/lotto-dstny-2024","VAN EETVELT Lennert","rider/lennert-van-eetvelt",66,21,1742,610,536,158,913,NA,NA,-4.20469261939097,-3.09104245335832,7.46336304552002,6.4150969591716,6.28599809450886,5.06890420222023,6.81783057145415,5.73738599441962,0.914742837990368,11,0.0392919753472167,"Tier 3",FALSE,FALSE
"giro-d-italia","2024-05-04","INEOS Grenadiers (WT)","team/ineos-grenadiers-2024","SHEFFIELD Magnus","rider/magnus-sheffield",112,27,1010,223,248,176,1016.25,NA,NA,-4.72738781871234,-3.3322045101752,6.91869521902047,5.41164605185504,5.51745289646471,5.17614973257383,6.9248581868818,5.7123379474555,0.802903603391028,12,0.559093698934771,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2024-08-17","Cofidis (WT)","team/cofidis-2024","MARTIN Guillaume","rider/guillaume-martin",72,23,805,503,367,196,1344,NA,NA,-4.29045944114839,-3.17805383034795,6.69208374250663,6.22257626807137,5.90808293816893,5.28320372873799,7.20414929203594,5.69809401907241,0.859748360195036,12,0.0803096228204465,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","UAE Team Emirates (WT)","team/uae-team-emirates-2023","AYUSO Juan","rider/juan-ayuso-pesquera",38,8,1958.62,513,446,78,1973,NA,NA,-3.66356164612965,-2.19722457733622,7.58050585587686,6.24222326545517,6.10255859461357,4.36944785246702,7.58781721999343,5.69328398013927,0.888048593701567,10,0.0735347958002368,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","Bahrain - Victorious (WT)","team/bahrain-victorious-2024","BILBAO Pello","rider/pello-bilbao",17,14,1492.29,657,459,157,2121.5,NA,NA,-2.89037175789616,-2.70805020110221,7.30873701846275,6.48920493132532,6.13122648948314,5.06259503302697,7.6603499181855,5.64455206120981,0.89222036580807,9,0.0820644899227769,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","Bahrain - Victorious (WT)","team/bahrain-victorious-2023","LANDA Mikel","rider/mikel-landa",21,15,2215.62,786,846,22,2772.5,NA,NA,-3.09104245335832,-2.77258872223978,7.7037387921286,6.6682282484174,6.74170069465205,3.13549421592915,7.92786533949529,5.62675599030089,0.981056998998261,10,0.0174894388356837,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","Bahrain - Victorious (WT)","team/bahrain-victorious-2023","CARUSO Damiano","rider/damiano-caruso",61,15,1563.33,643,597,34,1754.75,NA,NA,-4.12713438504509,-2.77258872223978,7.35521289629088,6.46769872610435,6.39359075395063,3.55534806148941,7.47065139503913,5.61974918433903,0.930399797022962,11,0.0180645807445003,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2024-08-17","Red Bull - BORA - hansgrohe (WT)","team/red-bull-bora-hansgrohe-2024","VLASOV Aleksandr","rider/aleksandr-vlasov",15,5,2073,985,730,8,1741.5,NA,NA,-2.77258872223978,-1.79175946922805,7.63723438878947,6.89365635460264,6.59441345974978,2.19722457733622,7.46307614263468,5.61778439625196,0.959623657589527,13,0.00648442768265856,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2024-08-17","Decathlon AG2R La Mondiale Team (WT)","team/decathlon-ag2r-la-mondiale-2024","GALL Felix","rider/felix-gall",109,29,869.14,493,335,206,1336,NA,NA,-4.70048036579242,-3.40119738166216,6.7686541182427,6.20253551718792,5.8171111599632,5.33271879326537,7.19818357710194,5.6112999685693,0.846510083421515,14,0.00609680986368932,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","Jumbo-Visma (WT)","team/team-jumbo-visma-2023","KUSS Sepp","rider/sepp-kuss",94,52,2355.5,317,834,158,1959.5,NA,NA,-4.55387689160054,-3.97029191355212,7.76493274636379,5.76205138278018,6.72743172485086,5.06890420222023,7.58095482173239,5.6092665514652,0.978980568535683,11,0.117443358865258,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2024-08-17","Red Bull - BORA - hansgrohe (WT)","team/red-bull-bora-hansgrohe-2024","LIPOWITZ Florian","rider/florian-lipowitz",156,44,1339,397,445,157,1408.25,NA,NA,-5.05624580534831,-3.80666248977032,7.20042489294496,5.98645200528444,6.10031895202006,5.06259503302697,7.25081292696168,5.60520315870561,0.887722679345364,15,NA,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","Movistar Team (WT)","team/movistar-team-2023","MAS Enric","rider/enric-mas",14,5,1475.25,464,522,32,2817.5,NA,NA,-2.70805020110221,-1.79175946922805,7.29726036751157,6.14203740558736,6.25958146406492,3.49650756146648,7.94396010752163,5.60168460359453,0.910898671457205,12,0.175817125200048,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","INEOS Grenadiers (WT)","team/ineos-grenadiers-2024","BERNAL Egan","rider/egan-bernal",59,45,1242.86,714,603,196,1233,NA,NA,-4.0943445622221,-3.8286413964891,7.12597472677308,6.57228254269401,6.40357419793482,5.28320372873799,7.11801620446533,5.56248757128703,0.931852594772136,10,0.00517516601397006,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","Movistar Team (WT)","team/movistar-team-2024","MAS Enric","rider/enric-mas",48,35,2876,434,735,119,2208.5,NA,NA,-3.89182029811063,-3.58351893845611,7.96450336355155,6.07534603108868,6.60123011872888,4.78749174278205,7.70052152457079,5.55731240527306,0.96061562257049,11,0.379421272635652,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","AG2R Citroën Team (WT)","team/ag2r-citroen-team-2023","GALL Felix","rider/felix-gall",91,50,1731,498,488,228,1524.25,NA,NA,-4.52178857704904,-3.93182563272433,7.45703208912238,6.21260609575152,6.19236248947487,5.43372200355424,7.32991361003196,5.49182319259994,0.901116919274204,12,0.274247797073213,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","Team dsm - firmenich (WT)","team/team-dsm-firmenich-2023","BARDET Romain","rider/romain-bardet",55,12,1446.5,599,403,78,1440,NA,NA,-4.02535169073515,-2.56494935746154,7.27759320944715,6.39692965521615,6.00141487796115,4.36944785246702,7.27309259599952,5.42586747839448,0.873330089332889,13,0.115337447981942,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2025-08-23","Bahrain - Victorious (WT)","team/bahrain-victorious-2025","BUITRAGO Santiago","rider/santiago-buitrago-sanchez",79,20,835,581,295,80,887.5,4.5,0,-4.38202663467388,-3.04452243772342,6.7286286130847,6.36647044773144,5.69035945432406,4.39444915467244,6.78953464759471,5.34239821107636,0.828065086589945,14,0.180753619697839,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","INEOS Grenadiers (WT)","team/ineos-grenadiers-2023","THOMAS Geraint","rider/geraint-thomas",75,22,1703,604,345,73,1553.75,NA,NA,-4.33073334028633,-3.13549421592915,7.44073370738926,6.40522845803084,5.84643877505772,4.30406509320417,7.349070039984,5.31053003041254,0.85077785847644,14,0.0509587751797156,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2023-08-26","Groupama - FDJ (WT)","team/groupama-fdj-2023","GRÉGOIRE Romain","rider/romain-gregoire1",67,18,1111.5,654,319,153,961.5,NA,NA,-4.21950770517611,-2.94443897916644,7.0143650140404,6.48463523563525,5.76832099579377,5.03695260241363,6.86953406616194,5.25957125523282,0.839410104616661,15,NA,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","Lidl - Trek (WT)","team/lidl-trek-2023","CICCONE Giulio","rider/giulio-ciccone",42,26,1597,742,434,123,1307.75,NA,NA,-3.76120011569356,-3.29583686600433,7.37650812632622,6.61069604471776,6.07534603108868,4.82028156560504,7.17682776218475,5.21757539552673,0.884088602429936,13,0.0356483633632179,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","Cofidis (WT)","team/cofidis-2023","MARTIN Guillaume","rider/guillaume-martin",37,25,1672,444,391,144,2099,NA,NA,-3.63758615972639,-3.25809653802148,7.42237370098682,6.09807428216624,5.97126183979046,4.97673374242057,7.64969262371151,5.18192703216351,0.868942198134771,14,0.107581520759493,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","Team dsm-firmenich PostNL (WT)","team/team-dsm-firmenich-postnl-2024","BARDET Romain","rider/romain-bardet",37,26,1864,730,297,348,1108.5,NA,NA,-3.63758615972639,-3.29583686600433,7.53101633207792,6.59441345974978,5.6970934865054,5.85507192220243,7.01166474237265,5.17789113263741,0.829045027661525,12,0.0931416702447176,"Tier 3",FALSE,FALSE
"vuelta-a-espana","2025-08-23","INEOS Grenadiers (WT)","team/ineos-grenadiers-2025","BERNAL Egan","rider/egan-bernal",124,33,978,469,340,64,919.75,0,0,-4.8283137373023,-3.52636052461616,6.88653164253051,6.1527326947041,5.83188247728352,4.17438726989564,6.82518855532517,5.16164459137852,0.848659615846325,15,NA,"Tier 3",FALSE,FALSE
"giro-d-italia","2024-05-04","Team Polti Kometa (PRT)","team/team-polti-kometa-2024","PIGANZOLI Davide","rider/davide-piganzoli",199,52,610,212,393,68,833.25,NA,NA,-5.29831736654804,-3.97029191355212,6.4150969591716,5.36129216570943,5.97635090929793,4.23410650459726,6.72653311763148,5.15324424852073,0.869682763087862,13,0.0102100473151729,"Tier 3",FALSE,FALSE
"giro-d-italia","2024-05-04","Soudal Quick-Step (WT)","team/soudal-quick-step-2024","VANSEVENANT Mauri","rider/mauri-vansevenant",203,54,1050,288,208,197,514.75,NA,NA,-5.31811999384422,-4.00733318523247,6.95749737087695,5.66642668811243,5.34233425196481,5.28826703069454,6.24562215195136,5.14303420120556,0.77742021579745,14,0.0163783402584494,"Tier 3",FALSE,FALSE
"giro-d-italia","2024-05-04","Lidl - Trek (WT)","team/lidl-trek-2024","STUYVEN Jasper","rider/jasper-stuyven",54,10,927,316,156,230,546,NA,NA,-4.00733318523247,-2.39789527279837,6.8330317327862,5.75890177387728,5.05624580534831,5.44241771052179,6.30444880242198,5.12665586094711,0.735788425007879,15,NA,"Tier 3",FALSE,FALSE
"tour-de-france","2025-07-05","Decathlon AG2R La Mondiale Team (WT)","team/decathlon-ag2r-la-mondiale-2025","GALL Felix","rider/felix-gall",69,44,1601.43,413,451,210,883.75,0,0,-4.24849524204936,-3.80666248977032,7.37927650609348,6.02586597382531,6.11368217983223,5.35185813347607,6.78530511922557,5.08897853972415,0.889667305600388,14,0.0212791455107011,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","Team dsm-firmenich PostNL (WT)","team/team-dsm-firmenich-postnl-2024","ONLEY Oscar","rider/oscar-onley",86,59,1370,392,649,108,1774.5,NA,NA,-4.46590811865458,-4.0943445622221,7.22329567956231,5.97380961186926,6.47697236288968,4.69134788222914,7.48183735238314,5.0847494623927,0.942533547057621,13,0.0131608659087856,"Tier 3",FALSE,FALSE
"tour-de-france","2023-07-01","Bahrain - Victorious (WT)","team/bahrain-victorious-2023","HAIG Jack","rider/jack-haig",137,72,674.71,431,451,211,1320,NA,NA,-4.92725368515721,-4.29045944114839,6.51576398991584,6.06842558824411,6.11368217983223,5.35658627467201,7.18614430452233,5.07434551140402,0.889667305600388,15,NA,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","Soudal Quick-Step (WT)","team/soudal-quick-step-2024","LANDA Mikel","rider/mikel-landa",50,37,2122,365,726,74,2106.75,NA,NA,-3.93182563272433,-3.63758615972639,7.66058546170326,5.90263333340137,6.58892647753352,4.31748811353631,7.65337630680278,5.07158859648391,0.958825188100825,14,0.398330483767044,"Tier 3",FALSE,FALSE
"tour-de-france","2025-07-05","Team Jayco AlUla (WT)","team/team-jayco-alula-2025","O'CONNOR Ben","rider/ben-o-connor",25,19,874.81,310,530,132,1413.75,13.5,0,-3.25809653802148,-2.99573227355399,6.77514917243411,5.73979291217923,6.27476202124194,4.89034912822175,7.25470811602263,5.06769939421345,0.91310775675211,15,NA,"Tier 3",FALSE,FALSE
"tour-de-france","2024-06-29","INEOS Grenadiers (WT)","team/ineos-grenadiers-2024","PIDCOCK Thomas","rider/thomas-pidcock",29,22,1975,801,250,146,1170.75,NA,NA,-3.40119738166216,-3.13549421592915,7.58882987830781,6.68710860786651,5.52545293913178,4.99043258677874,7.06625363680282,4.67325811271687,0.804067775193707,15,NA,"Tier 3",FALSE,FALSE
