event_id,year,stage_id,category,rank,rider_id
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,1,rider/remco-evenepoel
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,2,rider/filippo-ganna
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,3,rider/joao-almeida
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,4,rider/tao-geoghegan-hart
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,5,rider/stefan-kung
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,6,rider/primoz-roglic
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,7,rider/jay-vine
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,8,rider/brandon-mcnulty
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,9,rider/geraint-thomas
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,10,rider/aleksandr-vlasov
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,11,rider/bruno-armirail
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,12,rider/mads-pedersen
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,13,rider/michael-matthews
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,14,rider/michael-hepburn
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,15,rider/william-barta
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,16,rider/ilan-van-wilder
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,17,rider/stefan-de-bod
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,18,rider/daan-hoole
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,19,rider/pavel-sivakov
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,20,rider/andreas-leknessund
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,21,rider/mattia-cattaneo
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,22,rider/lennard-kamna
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,23,rider/nico-denz
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,24,rider/edward-irl-dunbar
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,25,rider/edoardo-affini
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,26,rider/bob-jungels
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,27,rider/mads-wurtz-schmidt
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,28,rider/laurens-de-plus
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,29,rider/bauke-mollema
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,30,rider/jonathan-milan
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,31,rider/damiano-caruso
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,32,rider/thymen-arensman
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,33,rider/alberto-bettiol
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,34,rider/sven-erik-bystrom
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,35,rider/diego-ulissi
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,36,rider/rigoberto-uran
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,37,rider/lukas-postlberger
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,38,rider/jack-haig
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,39,rider/patrick-konrad
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,40,rider/ryan-gibbons
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,41,rider/magnus-cort-nielsen
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,42,rider/thibault-guernalec
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,43,rider/josef-cerny
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,44,rider/rein-taaramae
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,45,rider/alessandro-de-marchi
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,46,rider/marco-frigo
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,47,rider/thibaut-pinot
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,48,rider/michel-hessmann
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,49,rider/ben-healy
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,50,rider/derek-gee
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,51,rider/toms-skujins
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,52,rider/callum-scotson
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,53,rider/mirco-maestri
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,54,rider/jasha-sutterlin
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,55,rider/harm-vanhoucke
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,56,rider/stefano-oldani
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,57,rider/hugh-carthy
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,58,rider/florian-stork
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,59,rider/giovanni-aleotti
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,60,rider/alex-kirsch
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,61,rider/alan-riou
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,62,rider/alessandro-verre
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,63,rider/gianni-moscon
giro-d-italia,2023,race/giro-d-italia/2023/stage-1,gc,64,rider/rohan-dennis
