event_id,year,stage_id,category,rank,rider_id
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,1,rider/brandon-mcnulty
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,2,rider/mathias-vacek
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,3,rider/wout-van-aert
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,4,rider/stefan-kung
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,5,rider/edoardo-affini
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,6,rider/joshua-tarling
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,7,rider/mauro-schmid
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,8,rider/primoz-roglic
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,9,rider/bruno-armirail
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,10,rider/joao-almeida
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,11,rider/nelson-oliveira
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,12,rider/florian-lipowitz
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,13,rider/mattias-skjelmose-jensen
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,14,rider/jay-vine
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,15,rider/kasper-asgreen
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,16,rider/filippo-baroncini
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,17,rider/mattia-cattaneo
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,18,rider/antonio-tiberi
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,19,rider/marco-frigo
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,20,rider/aleksandr-vlasov
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,21,rider/pablo-castrillo-zapater
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,22,rider/harold-tejada
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,23,rider/thymen-arensman
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,24,rider/urko-berrade-fernandez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,25,rider/rainer-kepplinger
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,26,rider/tao-geoghegan-hart
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,27,rider/victor-campenaerts
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,28,rider/daniel-felipe-martinez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,29,rider/adam-yates
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,30,rider/marc-soler
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,31,rider/max-poole
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,32,rider/enric-mas
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,33,rider/edward-irl-dunbar
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,34,rider/owain-doull
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,35,rider/richard-carapaz
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,36,rider/pavel-sivakov
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,37,rider/darren-rafferty
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,38,rider/callum-scotson
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,39,rider/isaac-del-toro
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,40,rider/patrick-konrad
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,41,rider/jasha-sutterlin
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,42,rider/ide-schelling
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,43,rider/jack-haig
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,44,rider/txomin-juaristi
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,45,rider/harry-sweeny
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,46,rider/cian-uijtdebroeks
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,47,rider/robert-gesink
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,48,rider/laurens-de-plus
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,49,rider/carlos-rodriguez-cano
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,50,rider/nico-denz
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,51,rider/chris-harper
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,52,rider/victor-lafay
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,53,rider/clement-berthet
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,54,rider/kobe-goossens
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,55,rider/david-gaudu
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,56,rider/fran-miholjevic
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,57,rider/ion-izagirre
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,58,rider/ben-o-connor
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,59,rider/enzo-leijnse
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,60,rider/sander-de-pestel
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,61,rider/brandon-smith-rivera-vargas
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,62,rider/sepp-kuss
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,63,rider/lennert-van-eetvelt
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,64,rider/dylan-teuns
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,65,rider/roger-adria
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,66,rider/filippo-zana
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,67,rider/juri-hollmann
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,68,rider/felix-gall
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,69,rider/giulio-ciccone
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,70,rider/gleb-brussenskiy
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,71,rider/attila-valter
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,72,rider/xandro-meurisse
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,73,rider/chris-hamilton
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,74,rider/patrick-gamper
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,75,rider/rui-costa
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,76,rider/giovanni-aleotti
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,77,rider/thibault-guernalec
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,78,rider/remy-rochas
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,79,rider/ibon-ruiz
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,80,rider/sam-oomen
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,81,rider/rein-taaramae
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,82,rider/martijn-tusveld
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,83,rider/felix-engelhardt
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,84,rider/quentin-pacher
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,85,rider/andreas-kron
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,86,rider/gijs-leemreize
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,87,rider/alessandro-de-marchi
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,88,rider/george-bennett
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,89,rider/sven-erik-bystrom
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,90,rider/vito-braet
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,91,rider/damiano-caruso
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,92,rider/mikel-landa
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,93,rider/louis-vervaeke
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,94,rider/oscar-rodriguez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,95,rider/carlos-verona
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,96,rider/lorenzo-germani
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,97,rider/james-knox
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,98,rider/harold-martin-lopez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,99,rider/oscar-riesebeek
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,100,rider/pavel-bittner
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,101,rider/james-shaw
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,102,rider/julius-van-den-berg
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,103,rider/matthew-riccitello
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,104,rider/quinten-hermans
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,105,rider/jhonatan-narvaez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,106,rider/carlos-canal
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,107,rider/oier-lazkano
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,108,rider/louis-meintjes
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,109,rider/corbin-strong
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,110,rider/arne-marit
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,111,rider/antonio-soto
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,112,rider/gianmarco-garofoli
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,113,rider/cristian-rodriguez
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,114,rider/mauri-vansevenant
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,115,rider/sylvain-moniquet
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,116,rider/thomas-de-gendt
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,117,rider/gotzon-martin
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,118,rider/michael-woods
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,119,rider/ruben-fernandez-andujar
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,120,rider/junior-lecerf
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,121,rider/lorenzo-rota
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,122,rider/pelayo-sanchez-mayo
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,123,rider/xabier-isasa-larranaga
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,124,rider/nairo-quintana
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,125,rider/einer-rubio
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,126,rider/maurice-ballerstedt
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,127,rider/lorenzo-fortunato
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,128,rider/joan-bou
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,129,rider/eduardo-sepulveda
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,130,rider/pau-miquel-delgado
vuelta-a-espana,2024,race/vuelta-a-espana/2024/stage-1,gc,131,rider/guillaume-martin
